method,surface,log_range,parameter,relative_error_pct,abs_relative_error_pct,convergence_failure
"5D L-BFGS-B (finite diff)",chinchilla,1.284211,E,24.40526821637899,24.40526821637899,False
"5D L-BFGS-B (finite diff)",chinchilla,1.284211,A,2360.563615229831,2360.563615229831,False
"5D L-BFGS-B (finite diff)",chinchilla,1.284211,B,52.62830979234171,52.62830979234171,False
"5D L-BFGS-B (finite diff)",chinchilla,1.284211,alpha,64.59233131649361,64.59233131649361,False
"5D L-BFGS-B (finite diff)",chinchilla,1.284211,beta,8.814439848929604,8.814439848929604,False
"5D L-BFGS-B (finite diff)",chinchilla,1.373684,E,20.375063017876254,20.375063017876254,False
"5D L-BFGS-B (finite diff)",chinchilla,1.373684,A,45.54905230769916,45.54905230769916,False
"5D L-BFGS-B (finite diff)",chinchilla,1.373684,B,644.6810125861535,644.6810125861535,False
"5D L-BFGS-B (finite diff)",chinchilla,1.373684,alpha,7.663298794110034,7.663298794110034,False
"5D L-BFGS-B (finite diff)",chinchilla,1.373684,beta,41.318526459497235,41.318526459497235,False
"5D L-BFGS-B (finite diff)",chinchilla,1.463158,E,26.191256067850645,26.191256067850645,False
"5D L-BFGS-B (finite diff)",chinchilla,1.463158,A,2332.4134796007984,2332.4134796007984,False
"5D L-BFGS-B (finite diff)",chinchilla,1.463158,B,29.57223090954863,29.57223090954863,False
"5D L-BFGS-B (finite diff)",chinchilla,1.463158,alpha,66.0460603312621,66.0460603312621,False
"5D L-BFGS-B (finite diff)",chinchilla,1.463158,beta,6.101878401953757,6.101878401953757,False
"5D L-BFGS-B (finite diff)",chinchilla,1.552632,E,29.889930422795757,29.889930422795757,False
"5D L-BFGS-B (finite diff)",chinchilla,1.552632,A,2360.6043873819863,2360.6043873819863,False
"5D L-BFGS-B (finite diff)",chinchilla,1.552632,B,54.74557908703175,54.74557908703175,False
"5D L-BFGS-B (finite diff)",chinchilla,1.552632,alpha,67.1977459756524,67.1977459756524,False
"5D L-BFGS-B (finite diff)",chinchilla,1.552632,beta,10.16198813018109,10.16198813018109,False
"5D L-BFGS-B (finite diff)",chinchilla,1.642105,E,-0.0008044307078840939,0.0008044307078840939,False
"5D L-BFGS-B (finite diff)",chinchilla,1.642105,A,-0.003434283255732839,0.003434283255732839,False
"5D L-BFGS-B (finite diff)",chinchilla,1.642105,B,-0.0028708877854530575,0.0028708877854530575,False
"5D L-BFGS-B (finite diff)",chinchilla,1.642105,alpha,-0.0007295492859173707,0.0007295492859173707,False
"5D L-BFGS-B (finite diff)",chinchilla,1.642105,beta,-0.0006227810449486804,0.0006227810449486804,False
"5D L-BFGS-B (finite diff)",chinchilla,1.731579,E,-0.0009121466186969864,0.0009121466186969864,False
"5D L-BFGS-B (finite diff)",chinchilla,1.731579,A,-0.002569565852609248,0.002569565852609248,False
"5D L-BFGS-B (finite diff)",chinchilla,1.731579,B,-0.0037769230374870557,0.0037769230374870557,False
"5D L-BFGS-B (finite diff)",chinchilla,1.731579,alpha,-0.000565670206737903,0.000565670206737903,False
"5D L-BFGS-B (finite diff)",chinchilla,1.731579,beta,-0.0008290187450013926,0.0008290187450013926,False
"5D L-BFGS-B (finite diff)",chinchilla,1.821053,E,37.53897959350607,37.53897959350607,False
"5D L-BFGS-B (finite diff)",chinchilla,1.821053,A,2360.6433952873617,2360.6433952873617,False
"5D L-BFGS-B (finite diff)",chinchilla,1.821053,B,74.41083403245385,74.41083403245385,False
"5D L-BFGS-B (finite diff)",chinchilla,1.821053,alpha,70.26602053909858,70.26602053909858,False
"5D L-BFGS-B (finite diff)",chinchilla,1.821053,beta,13.938288197328763,13.938288197328763,False
"5D L-BFGS-B (finite diff)",chinchilla,1.910526,E,40.529455444172555,40.529455444172555,False
"5D L-BFGS-B (finite diff)",chinchilla,1.910526,A,2360.6139483156853,2360.6139483156853,False
"5D L-BFGS-B (finite diff)",chinchilla,1.910526,B,85.7192912158343,85.7192912158343,False
"5D L-BFGS-B (finite diff)",chinchilla,1.910526,alpha,71.38644515684214,71.38644515684214,False
"5D L-BFGS-B (finite diff)",chinchilla,1.910526,beta,15.739164679615806,15.739164679615806,False
"5D L-BFGS-B (finite diff)",chinchilla,2.000000,E,-0.0008545738823224993,0.0008545738823224993,False
"5D L-BFGS-B (finite diff)",chinchilla,2.000000,A,-0.002108444275501568,0.002108444275501568,False
"5D L-BFGS-B (finite diff)",chinchilla,2.000000,B,-0.002716094974110525,0.002716094974110525,False
"5D L-BFGS-B (finite diff)",chinchilla,2.000000,alpha,-0.00048756142032199196,0.00048756142032199196,False
"5D L-BFGS-B (finite diff)",chinchilla,2.000000,beta,-0.0006287024462148237,0.0006287024462148237,False
"5D L-BFGS-B (finite diff)",asymmetric,0.300000,E,3.178927066903296,3.178927066903296,False
"5D L-BFGS-B (finite diff)",asymmetric,0.300000,A,2354.5649338810604,2354.5649338810604,False
"5D L-BFGS-B (finite diff)",asymmetric,0.300000,B,-25.741418197384437,25.741418197384437,False
"5D L-BFGS-B (finite diff)",asymmetric,0.300000,alpha,69.75256398290102,69.75256398290102,False
"5D L-BFGS-B (finite diff)",asymmetric,0.300000,beta,-9.635157144403376,9.635157144403376,False
"5D L-BFGS-B (finite diff)",asymmetric,0.389474,E,-21.16448145878097,21.16448145878097,False
"5D L-BFGS-B (finite diff)",asymmetric,0.389474,A,-66.0866708040668,66.0866708040668,False
"5D L-BFGS-B (finite diff)",asymmetric,0.389474,B,11.964480030763436,11.964480030763436,False
"5D L-BFGS-B (finite diff)",asymmetric,0.389474,alpha,-24.997830608550263,24.997830608550263,False
"5D L-BFGS-B (finite diff)",asymmetric,0.389474,beta,3.400020168720097,3.400020168720097,False
"5D L-BFGS-B (finite diff)",asymmetric,0.478947,E,-27.498492319541036,27.498492319541036,False
"5D L-BFGS-B (finite diff)",asymmetric,0.478947,A,-67.18831600525135,67.18831600525135,False
"5D L-BFGS-B (finite diff)",asymmetric,0.478947,B,4.7865818883298985,4.7865818883298985,False
"5D L-BFGS-B (finite diff)",asymmetric,0.478947,alpha,-25.883276313396703,25.883276313396703,False
"5D L-BFGS-B (finite diff)",asymmetric,0.478947,beta,1.4937184619596844,1.4937184619596844,False
"5D L-BFGS-B (finite diff)",asymmetric,0.568421,E,-44.309493800724695,44.309493800724695,False
"5D L-BFGS-B (finite diff)",asymmetric,0.568421,A,-53.78362581144949,53.78362581144949,False
"5D L-BFGS-B (finite diff)",asymmetric,0.568421,B,-26.76446970291344,26.76446970291344,False
"5D L-BFGS-B (finite diff)",asymmetric,0.568421,alpha,-17.698003423133276,17.698003423133276,False
"5D L-BFGS-B (finite diff)",asymmetric,0.568421,beta,-9.00351768119027,9.00351768119027,False
"5D L-BFGS-B (finite diff)",asymmetric,0.657895,E,-40.08647267005757,40.08647267005757,False
"5D L-BFGS-B (finite diff)",asymmetric,0.657895,A,-68.75148382729954,68.75148382729954,False
"5D L-BFGS-B (finite diff)",asymmetric,0.657895,B,-6.9833522078979025,6.9833522078979025,False
"5D L-BFGS-B (finite diff)",asymmetric,0.657895,alpha,-27.37102542624377,27.37102542624377,False
"5D L-BFGS-B (finite diff)",asymmetric,0.657895,beta,-1.9917312070833095,1.9917312070833095,False
"5D L-BFGS-B (finite diff)",asymmetric,0.747368,E,22.630409256992845,22.630409256992845,False
"5D L-BFGS-B (finite diff)",asymmetric,0.747368,A,109.01712298085096,109.01712298085096,False
"5D L-BFGS-B (finite diff)",asymmetric,0.747368,B,13.283525509032955,13.283525509032955,False
"5D L-BFGS-B (finite diff)",asymmetric,0.747368,alpha,16.909324526492068,16.909324526492068,False
"5D L-BFGS-B (finite diff)",asymmetric,0.747368,beta,3.5339513811182313,3.5339513811182313,False
"5D L-BFGS-B (finite diff)",asymmetric,0.836842,E,132.10147773214453,132.10147773214453,False
"5D L-BFGS-B (finite diff)",asymmetric,0.836842,A,112.55439421952578,112.55439421952578,False
"5D L-BFGS-B (finite diff)",asymmetric,0.836842,B,2334.9337046836745,2334.9337046836745,False
"5D L-BFGS-B (finite diff)",asymmetric,0.836842,alpha,15.934904989659632,15.934904989659632,False
"5D L-BFGS-B (finite diff)",asymmetric,0.836842,beta,87.64818646972068,87.64818646972068,False
"5D L-BFGS-B (finite diff)",asymmetric,0.926316,E,-0.02414673771928675,0.02414673771928675,False
"5D L-BFGS-B (finite diff)",asymmetric,0.926316,A,-0.009323736762701868,0.009323736762701868,False
"5D L-BFGS-B (finite diff)",asymmetric,0.926316,B,-0.02859045013018339,0.02859045013018339,False
"5D L-BFGS-B (finite diff)",asymmetric,0.926316,alpha,-0.00210151088283949,0.00210151088283949,False
"5D L-BFGS-B (finite diff)",asymmetric,0.926316,beta,-0.008367698331421527,0.008367698331421527,False
"5D L-BFGS-B (finite diff)",asymmetric,1.015789,E,-0.021943983217211735,0.021943983217211735,False
"5D L-BFGS-B (finite diff)",asymmetric,1.015789,A,-0.01006136056823709,0.01006136056823709,False
"5D L-BFGS-B (finite diff)",asymmetric,1.015789,B,-0.025219933787631623,0.025219933787631623,False
"5D L-BFGS-B (finite diff)",asymmetric,1.015789,alpha,-0.0023306604816218136,0.0023306604816218136,False
"5D L-BFGS-B (finite diff)",asymmetric,1.015789,beta,-0.0073942949600019365,0.0073942949600019365,False
"5D L-BFGS-B (finite diff)",asymmetric,1.105263,E,1.5750225991070017,1.5750225991070017,False
"5D L-BFGS-B (finite diff)",asymmetric,1.105263,A,-1.145336855563984,1.145336855563984,False
"5D L-BFGS-B (finite diff)",asymmetric,1.105263,B,2.5735488468803966,2.5735488468803966,False
"5D L-BFGS-B (finite diff)",asymmetric,1.105263,alpha,-0.29040573193276487,0.29040573193276487,False
"5D L-BFGS-B (finite diff)",asymmetric,1.105263,beta,0.7406735492009355,0.7406735492009355,False
"5D L-BFGS-B (finite diff)",asymmetric,1.194737,E,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.194737,A,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.194737,B,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.194737,alpha,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.194737,beta,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.284211,E,-0.014356999020025534,0.014356999020025534,False
"5D L-BFGS-B (finite diff)",asymmetric,1.284211,A,-0.005277967195822065,0.005277967195822065,False
"5D L-BFGS-B (finite diff)",asymmetric,1.284211,B,-0.016031995028320326,0.016031995028320326,False
"5D L-BFGS-B (finite diff)",asymmetric,1.284211,alpha,-0.0013120386316827072,0.0013120386316827072,False
"5D L-BFGS-B (finite diff)",asymmetric,1.284211,beta,-0.004758070352018882,0.004758070352018882,False
"5D L-BFGS-B (finite diff)",asymmetric,1.373684,E,-0.013796621981762127,0.013796621981762127,False
"5D L-BFGS-B (finite diff)",asymmetric,1.373684,A,-0.003321700336563594,0.003321700336563594,False
"5D L-BFGS-B (finite diff)",asymmetric,1.373684,B,-0.015161202583289715,0.015161202583289715,False
"5D L-BFGS-B (finite diff)",asymmetric,1.373684,alpha,-0.0008426329895845853,0.0008426329895845853,False
"5D L-BFGS-B (finite diff)",asymmetric,1.373684,beta,-0.0045383314979350045,0.0045383314979350045,False
"5D L-BFGS-B (finite diff)",asymmetric,1.463158,E,-0.012038735289627555,0.012038735289627555,False
"5D L-BFGS-B (finite diff)",asymmetric,1.463158,A,-0.0031340707488402945,0.0031340707488402945,False
"5D L-BFGS-B (finite diff)",asymmetric,1.463158,B,-0.012855857672476847,0.012855857672476847,False
"5D L-BFGS-B (finite diff)",asymmetric,1.463158,alpha,-0.0008264415701129793,0.0008264415701129793,False
"5D L-BFGS-B (finite diff)",asymmetric,1.463158,beta,-0.0038690118680714722,0.0038690118680714722,False
"5D L-BFGS-B (finite diff)",asymmetric,1.552632,E,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.552632,A,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.552632,B,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.552632,alpha,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.552632,beta,,,True
"5D L-BFGS-B (finite diff)",asymmetric,1.642105,E,-0.010879973109283288,0.010879973109283288,False
"5D L-BFGS-B (finite diff)",asymmetric,1.642105,A,-0.0022061391935256944,0.0022061391935256944,False
"5D L-BFGS-B (finite diff)",asymmetric,1.642105,B,-0.010717935389298518,0.010717935389298518,False
"5D L-BFGS-B (finite diff)",asymmetric,1.642105,alpha,-0.0006301883028437184,0.0006301883028437184,False
"5D L-BFGS-B (finite diff)",asymmetric,1.642105,beta,-0.003279102736922313,0.003279102736922313,False
"5D L-BFGS-B (finite diff)",asymmetric,1.731579,E,-0.009818839577496971,0.009818839577496971,False
"5D L-BFGS-B (finite diff)",asymmetric,1.731579,A,-0.0016565379033429634,0.0016565379033429634,False
"5D L-BFGS-B (finite diff)",asymmetric,1.731579,B,-0.009842672562767009,0.009842672562767009,False
"5D L-BFGS-B (finite diff)",asymmetric,1.731579,alpha,-0.00048243688336936224,0.00048243688336936224,False
"5D L-BFGS-B (finite diff)",asymmetric,1.731579,beta,-0.0030203515336808323,0.0030203515336808323,False
"5D L-BFGS-B (finite diff)",asymmetric,1.821053,E,-0.008205603850296311,0.008205603850296311,False
"5D L-BFGS-B (finite diff)",asymmetric,1.821053,A,-0.0009265159401409603,0.0009265159401409603,False
"5D L-BFGS-B (finite diff)",asymmetric,1.821053,B,-0.008148879646719051,0.008148879646719051,False
"5D L-BFGS-B (finite diff)",asymmetric,1.821053,alpha,-0.00028944266336155324,0.00028944266336155324,False
"5D L-BFGS-B (finite diff)",asymmetric,1.821053,beta,-0.002517512582504487,0.002517512582504487,False
"5D L-BFGS-B (finite diff)",asymmetric,1.910526,E,-0.007549509978454786,0.007549509978454786,False
"5D L-BFGS-B (finite diff)",asymmetric,1.910526,A,-0.0010359633101390678,0.0010359633101390678,False
"5D L-BFGS-B (finite diff)",asymmetric,1.910526,B,-0.006967461925522736,0.006967461925522736,False
"5D L-BFGS-B (finite diff)",asymmetric,1.910526,alpha,-0.00032169555948601426,0.00032169555948601426,False
"5D L-BFGS-B (finite diff)",asymmetric,1.910526,beta,-0.002192601668166329,0.002192601668166329,False
"5D L-BFGS-B (finite diff)",asymmetric,2.000000,E,-0.004341965329948535,0.004341965329948535,False
"5D L-BFGS-B (finite diff)",asymmetric,2.000000,A,-0.0004956627599420346,0.0004956627599420346,False
"5D L-BFGS-B (finite diff)",asymmetric,2.000000,B,-0.0038933471668328905,0.0038933471668328905,False
"5D L-BFGS-B (finite diff)",asymmetric,2.000000,alpha,-0.0001688436535030036,0.0001688436535030036,False
"5D L-BFGS-B (finite diff)",asymmetric,2.000000,beta,-0.0012296649277495021,0.0012296649277495021,False
"5D L-BFGS-B (central diff)",symmetric,0.300000,E,0.0002238691575707518,0.0002238691575707518,False
"5D L-BFGS-B (central diff)",symmetric,0.300000,A,0.0015598384373163299,0.0015598384373163299,False
"5D L-BFGS-B (central diff)",symmetric,0.300000,B,0.001559867980674312,0.001559867980674312,False
"5D L-BFGS-B (central diff)",symmetric,0.300000,alpha,0.00029500799976713417,0.00029500799976713417,False
"5D L-BFGS-B (central diff)",symmetric,0.300000,beta,0.0002931119728653439,0.0002931119728653439,False
"5D L-BFGS-B (central diff)",symmetric,0.389474,E,0.00017963585765504346,0.00017963585765504346,False
"5D L-BFGS-B (central diff)",symmetric,0.389474,A,0.0012381485545063242,0.0012381485545063242,False
"5D L-BFGS-B (central diff)",symmetric,0.389474,B,0.0012379725685320864,0.0012379725685320864,False
"5D L-BFGS-B (central diff)",symmetric,0.389474,alpha,0.00023403750623864834,0.00023403750623864834,False
"5D L-BFGS-B (central diff)",symmetric,0.389474,beta,0.00023400291987261913,0.00023400291987261913,False
"5D L-BFGS-B (central diff)",symmetric,0.478947,E,0.00021246423450300216,0.00021246423450300216,False
"5D L-BFGS-B (central diff)",symmetric,0.478947,A,0.0014476843390696104,0.0014476843390696104,False
"5D L-BFGS-B (central diff)",symmetric,0.478947,B,0.0014476588119265443,0.0014476588119265443,False
"5D L-BFGS-B (central diff)",symmetric,0.478947,alpha,0.000274519670293285,0.000274519670293285,False
"5D L-BFGS-B (central diff)",symmetric,0.478947,beta,0.000274459583429485,0.000274459583429485,False
"5D L-BFGS-B (central diff)",symmetric,0.568421,E,0.00014219925999359764,0.00014219925999359764,False
"5D L-BFGS-B (central diff)",symmetric,0.568421,A,0.0009529783368407151,0.0009529783368407151,False
"5D L-BFGS-B (central diff)",symmetric,0.568421,B,0.0009502941492200988,0.0009502941492200988,False
"5D L-BFGS-B (central diff)",symmetric,0.568421,alpha,0.00018143613002688966,0.00018143613002688966,False
"5D L-BFGS-B (central diff)",symmetric,0.568421,beta,0.0001809273873910575,0.0001809273873910575,False
"5D L-BFGS-B (central diff)",symmetric,0.657895,E,0.0001876946611152315,0.0001876946611152315,False
"5D L-BFGS-B (central diff)",symmetric,0.657895,A,0.0012385424411718304,0.0012385424411718304,False
"5D L-BFGS-B (central diff)",symmetric,0.657895,B,0.0012385502047322916,0.0012385502047322916,False
"5D L-BFGS-B (central diff)",symmetric,0.657895,alpha,0.00023666739888638852,0.00023666739888638852,False
"5D L-BFGS-B (central diff)",symmetric,0.657895,beta,0.00023679054068780384,0.00023679054068780384,False
"5D L-BFGS-B (central diff)",symmetric,0.747368,E,5.572478430041514e-05,5.572478430041514e-05,False
"5D L-BFGS-B (central diff)",symmetric,0.747368,A,0.0003502667774881729,0.0003502667774881729,False
"5D L-BFGS-B (central diff)",symmetric,0.747368,B,0.0003502668723882607,0.0003502668723882607,False
"5D L-BFGS-B (central diff)",symmetric,0.747368,alpha,6.757999333974599e-05,6.757999333974599e-05,False
"5D L-BFGS-B (central diff)",symmetric,0.747368,beta,6.759918005289615e-05,6.759918005289615e-05,False
"5D L-BFGS-B (central diff)",symmetric,0.836842,E,0.00014826644506484013,0.00014826644506484013,False
"5D L-BFGS-B (central diff)",symmetric,0.836842,A,0.0009309562651793613,0.0009309562651793613,False
"5D L-BFGS-B (central diff)",symmetric,0.836842,B,0.000930958219328204,0.000930958219328204,False
"5D L-BFGS-B (central diff)",symmetric,0.836842,alpha,0.00018006528828927402,0.00018006528828927402,False
"5D L-BFGS-B (central diff)",symmetric,0.836842,beta,0.00018004973198750758,0.00018004973198750758,False
"5D L-BFGS-B (central diff)",symmetric,0.926316,E,0.000128882480440756,0.000128882480440756,False
"5D L-BFGS-B (central diff)",symmetric,0.926316,A,0.0007848599196904615,0.0007848599196904615,False
"5D L-BFGS-B (central diff)",symmetric,0.926316,B,0.0007824434277807768,0.0007824434277807768,False
"5D L-BFGS-B (central diff)",symmetric,0.926316,alpha,0.00015294145996253542,0.00015294145996253542,False
"5D L-BFGS-B (central diff)",symmetric,0.926316,beta,0.00015245061508882866,0.00015245061508882866,False
"5D L-BFGS-B (central diff)",symmetric,1.015789,E,0.00011095989486863012,0.00011095989486863012,False
"5D L-BFGS-B (central diff)",symmetric,1.015789,A,0.00065136044730707,0.00065136044730707,False
"5D L-BFGS-B (central diff)",symmetric,1.015789,B,0.0006514987846912845,0.0006514987846912845,False
"5D L-BFGS-B (central diff)",symmetric,1.015789,alpha,0.00012794430353889284,0.00012794430353889284,False
"5D L-BFGS-B (central diff)",symmetric,1.015789,beta,0.00012794926202770954,0.00012794926202770954,False
"5D L-BFGS-B (central diff)",symmetric,1.105263,E,3.738597237181808e-05,3.738597237181808e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.105263,A,0.0002157104498934359,0.0002157104498934359,False
"5D L-BFGS-B (central diff)",symmetric,1.105263,B,0.00021569093043183332,0.00021569093043183332,False
"5D L-BFGS-B (central diff)",symmetric,1.105263,alpha,4.2971939053710306e-05,4.2971939053710306e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.105263,beta,4.278523424439129e-05,4.278523424439129e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.194737,E,8.58984692448584e-05,8.58984692448584e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.194737,A,0.0004316098278707159,0.0004316098278707159,False
"5D L-BFGS-B (central diff)",symmetric,1.194737,B,0.0004367530282536336,0.0004367530282536336,False
"5D L-BFGS-B (central diff)",symmetric,1.194737,alpha,8.706982769188511e-05,8.706982769188511e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.194737,beta,8.824780714421892e-05,8.824780714421892e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.284211,E,6.422913807650861e-05,6.422913807650861e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.284211,A,0.0003346252024130081,0.0003346252024130081,False
"5D L-BFGS-B (central diff)",symmetric,1.284211,B,0.0003346269272128666,0.0003346269272128666,False
"5D L-BFGS-B (central diff)",symmetric,1.284211,alpha,6.77571986690094e-05,6.77571986690094e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.284211,beta,6.773306789994186e-05,6.773306789994186e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.373684,E,6.777199888728075e-05,6.777199888728075e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.373684,A,0.00032970464715731396,0.00032970464715731396,False
"5D L-BFGS-B (central diff)",symmetric,1.373684,B,0.00032970520777553247,0.00032970520777553247,False
"5D L-BFGS-B (central diff)",symmetric,1.373684,alpha,6.765286229076258e-05,6.765286229076258e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.373684,beta,6.76514615116283e-05,6.76514615116283e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.463158,E,4.583014769791717e-05,4.583014769791717e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.463158,A,0.00021906057733644957,0.00021906057733644957,False
"5D L-BFGS-B (central diff)",symmetric,1.463158,B,0.00020239777801123182,0.00020239777801123182,False
"5D L-BFGS-B (central diff)",symmetric,1.463158,alpha,4.499669618985811e-05,4.499669618985811e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.463158,beta,4.2664324904503445e-05,4.2664324904503445e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.552632,E,5.837576987217363e-05,5.837576987217363e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.552632,A,0.0002484220939891202,0.0002484220939891202,False
"5D L-BFGS-B (central diff)",symmetric,1.552632,B,0.000248422167857143,0.000248422167857143,False
"5D L-BFGS-B (central diff)",symmetric,1.552632,alpha,5.245744097168785e-05,5.245744097168785e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.552632,beta,5.250715686617151e-05,5.250715686617151e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.642105,E,4.012091201015494e-05,4.012091201015494e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.642105,A,0.00010407733262240981,0.00010407733262240981,False
"5D L-BFGS-B (central diff)",symmetric,1.642105,B,0.00013246746543416066,0.00013246746543416066,False
"5D L-BFGS-B (central diff)",symmetric,1.642105,alpha,2.4465712932278128e-05,2.4465712932278128e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.642105,beta,2.8498427846969778e-05,2.8498427846969778e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.731579,E,5.161359973209436e-05,5.161359973209436e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.731579,A,0.0001980885734695903,0.0001980885734695903,False
"5D L-BFGS-B (central diff)",symmetric,1.731579,B,0.0001981080392852164,0.0001981080392852164,False
"5D L-BFGS-B (central diff)",symmetric,1.731579,alpha,4.303896174934745e-05,4.303896174934745e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.731579,beta,4.3011744148414545e-05,4.3011744148414545e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.821053,E,3.2546966410599633e-05,3.2546966410599633e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.821053,A,0.00015300630161618756,0.00015300630161618756,False
"5D L-BFGS-B (central diff)",symmetric,1.821053,B,0.00015301104980380842,0.00015301104980380842,False
"5D L-BFGS-B (central diff)",symmetric,1.821053,alpha,3.222232541720504e-05,3.222232541720504e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.821053,beta,3.231599178219182e-05,3.231599178219182e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.910526,E,4.6853099927086876e-05,4.6853099927086876e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.910526,A,0.0001557916153132055,0.0001557916153132055,False
"5D L-BFGS-B (central diff)",symmetric,1.910526,B,0.0001557917396155517,0.0001557917396155517,False
"5D L-BFGS-B (central diff)",symmetric,1.910526,alpha,3.493441709747206e-05,3.493441709747206e-05,False
"5D L-BFGS-B (central diff)",symmetric,1.910526,beta,3.4940504808452534e-05,3.4940504808452534e-05,False
"5D L-BFGS-B (central diff)",symmetric,2.000000,E,4.803734802443714e-05,4.803734802443714e-05,False
"5D L-BFGS-B (central diff)",symmetric,2.000000,A,0.00014823647993011946,0.00014823647993011946,False
"5D L-BFGS-B (central diff)",symmetric,2.000000,B,0.00014823829805266087,0.00014823829805266087,False
"5D L-BFGS-B (central diff)",symmetric,2.000000,alpha,3.393980428242457e-05,3.393980428242457e-05,False
"5D L-BFGS-B (central diff)",symmetric,2.000000,beta,3.398667386948907e-05,3.398667386948907e-05,False
"5D L-BFGS-B (central diff)",chinchilla,0.300000,E,-1.9013881213640262,1.9013881213640262,False
"5D L-BFGS-B (central diff)",chinchilla,0.300000,A,19.851917049944504,19.851917049944504,False
"5D L-BFGS-B (central diff)",chinchilla,0.300000,B,-27.949208934190757,27.949208934190757,False
"5D L-BFGS-B (central diff)",chinchilla,0.300000,alpha,3.581197132778925,3.581197132778925,False
"5D L-BFGS-B (central diff)",chinchilla,0.300000,beta,-6.5457042942039525,6.5457042942039525,False
"5D L-BFGS-B (central diff)",chinchilla,0.389474,E,3.4381297087675655,3.4381297087675655,False
"5D L-BFGS-B (central diff)",chinchilla,0.389474,A,144.78812658041636,144.78812658041636,False
"5D L-BFGS-B (central diff)",chinchilla,0.389474,B,-16.146052203259494,16.146052203259494,False
"5D L-BFGS-B (central diff)",chinchilla,0.389474,alpha,17.081659848745005,17.081659848745005,False
"5D L-BFGS-B (central diff)",chinchilla,0.389474,beta,-3.833601885422386,3.833601885422386,False
"5D L-BFGS-B (central diff)",chinchilla,0.478947,E,0.00023831486670983064,0.00023831486670983064,False
"5D L-BFGS-B (central diff)",chinchilla,0.478947,A,0.0009422843638800514,0.0009422843638800514,False
"5D L-BFGS-B (central diff)",chinchilla,0.478947,B,0.001885265715272525,0.001885265715272525,False
"5D L-BFGS-B (central diff)",chinchilla,0.478947,alpha,0.000175431608798672,0.000175431608798672,False
"5D L-BFGS-B (central diff)",chinchilla,0.478947,beta,0.00036980944633938475,0.00036980944633938475,False
"5D L-BFGS-B (central diff)",chinchilla,0.568421,E,0.00015122472579895884,0.00015122472579895884,False
"5D L-BFGS-B (central diff)",chinchilla,0.568421,A,0.0011334129068915862,0.0011334129068915862,False
"5D L-BFGS-B (central diff)",chinchilla,0.568421,B,0.0007590276687511219,0.0007590276687511219,False
"5D L-BFGS-B (central diff)",chinchilla,0.568421,alpha,0.00021538111506709775,0.00021538111506709775,False
"5D L-BFGS-B (central diff)",chinchilla,0.568421,beta,0.00014749199482775942,0.00014749199482775942,False
"5D L-BFGS-B (central diff)",chinchilla,0.657895,E,15.420243791078168,15.420243791078168,False
"5D L-BFGS-B (central diff)",chinchilla,0.657895,A,2360.625926514877,2360.625926514877,False
"5D L-BFGS-B (central diff)",chinchilla,0.657895,B,26.211097890847068,26.211097890847068,False
"5D L-BFGS-B (central diff)",chinchilla,0.657895,alpha,60.70260803329555,60.70260803329555,False
"5D L-BFGS-B (central diff)",chinchilla,0.657895,beta,3.5072923066138086,3.5072923066138086,False
"5D L-BFGS-B (central diff)",chinchilla,0.747368,E,3.6180674076130868,3.6180674076130868,False
"5D L-BFGS-B (central diff)",chinchilla,0.747368,A,7.922462080511269,7.922462080511269,False
