source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1268968007.0597322,418819968.0,3.188814840658685e+18,3.5031098569401915
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1017410386.3240252,522374400.0,3.188814840658685e+18,3.5799806176573723
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,8565370737.617602,76816896.0,3.9477911589180877e+18,3.4230706886155526
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,7004069400.257016,93940416.0,3.9477911589180877e+18,3.4288071266775617
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5785916730.7402725,113718400.0,3.9477911589180877e+18,3.392408397627182
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4620718608.583183,142394560.0,3.9477911589180877e+18,3.3017854640217403
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3726238216.0431275,176576256.0,3.9477911589180877e+18,3.307641690758301
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2223376974.4936604,295930560.0,3.9477911589180877e+18,3.3794348717001377
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1570997668.2702353,418819968.0,3.9477911589180877e+18,3.416044954313597
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1259566305.6095679,522374400.0,3.9477911589180877e+18,3.483294205040056
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,556297567.1020777,1182757632.0,3.9477911589180877e+18,3.9268495288721317
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,10604032081.034054,76816896.0,4.887412977296739e+18,3.4130074570981175
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,8671122230.813375,93940416.0,4.887412977296739e+18,3.3930824827859585
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,7163034562.124129,113718400.0,4.887412977296739e+18,3.3569866131670194
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5720505260.520181,142394560.0,4.887412977296739e+18,3.285761644598096
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4613127767.016742,176576256.0,4.887412977296739e+18,3.267597899982558
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2752567458.897981,295930560.0,4.887412977296739e+18,3.308442547566425
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1944914024.608914,418819968.0,4.887412977296739e+18,3.333789672144044
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1559358248.6995084,522374400.0,4.887412977296739e+18,3.391314009987611
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,13127919365.096313,76816896.0,6.050676099389938e+18,3.3726470658153365
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,10734953702.621347,93940416.0,6.050676099389938e+18,3.3543414579873176
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,8867923014.789072,113718400.0,6.050676099389938e+18,3.319541388052869
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5711107707.284209,176576256.0,6.050676099389938e+18,3.223710330574692
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3407711648.857724,295930560.0,6.050676099389938e+18,3.2475919091734733
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2407826974.8709536,418819968.0,6.050676099389938e+18,3.258276239130736
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1930504283.0678334,522374400.0,6.050676099389938e+18,3.3084401420595806
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,852622709.2356565,1182757632.0,6.050676099389938e+18,3.6178053372962355
